Index,Weight(Pounds)
14589,116.0859
14590,131.435
14591,126.1415
14592,124.1513
14593,126.4611
14594,144.6639
14595,141.4309
14596,112.8743
14597,148.6852
14598,136.755
14599,126.2681
14600,103.2442
14601,124.8878
14602,117.8475
14603,115.0964
14604,124.4466
14605,123.8278
14606,131.0723
14607,130.5051
14608,137.2246
14609,105.6563
14610,127.05
14611,131.2912
14612,115.235
14613,149.9833
14614,128.1011
14615,136.1453
14616,122.6459
14617,124.0222
14618,128.6403
14619,130.2447
14620,118.1935
14621,118.7838
14622,134.949
14623,143.3212
14624,117.2734
14625,132.4379
14626,123.72
14627,129.8379
14628,125.1006
14629,138.9031
14630,106.0584
14631,134.2094
14632,127.7615
14633,115.4439
14634,113.672
14635,118.8678
14636,104.9205
14637,133.9088
14638,117.0917
14639,140.5356
14640,144.2746
14641,131.9826
14642,105.7686
14643,115.058
14644,119.15
14645,151.3173
14646,128.2595
14647,125.7313
14648,128.2475
14649,124.2242
14650,131.8328
14651,135.0549
14652,131.9033
14653,131.2722
14654,150.4834
14655,122.3354
14656,119.7932
14657,132.6718
14658,113.9822
14659,128.2458
14660,121.4094
14661,140.4239
14662,123.2387
14663,112.5828
14664,134.9801
14665,113.7462
14666,130.6895
14667,118.4807
14668,131.5248
14669,144.2511
14670,125.4148
14671,111.0683
14672,124.4918
14673,134.5848
14674,135.3765
14675,114.1814
14676,115.6044
14677,134.0578
14678,135.9541
14679,106.9388
14680,137.5864
14681,120.5673
14682,121.0243
14683,131.1701
14684,119.3086
14685,137.4056
14686,129.0097
14687,118.539
14688,129.5048
14689,117.7368
14690,114.8767
14691,127.1033
14692,110.3671
14693,130.6015
14694,152.425
14695,133.8311
14696,124.965
14697,120.9877
14698,131.6672
14699,135.248
14700,118.7798
14701,138.9284
14702,113.8329
14703,119.3325
14704,104.9855
14705,138.5947
14706,133.6759
14707,119.6168
14708,131.6157
14709,129.3183
14710,129.3991
14711,150.0079
14712,128.0218
14713,127.8369
14714,103.3323
14715,132.8358
14716,136.4326
14717,131.675
14718,122.7182
14719,141.6413
14720,118.2509
14721,129.3437
14722,142.1927
14723,125.1862
14724,134.0936
14725,123.7487
14726,132.8903
14727,124.9625
14728,94.45359
14729,123.1642
14730,122.4859
14731,128.6184
14732,142.8257
14733,147.0343
14734,121.555
14735,145.2393
14736,119.8432
14737,131.9553
14738,126.2769
14739,139.7206
14740,114.5532
14741,121.4799
14742,138.031
14743,129.3542
14744,119.1174
14745,125.9209
14746,151.8017
14747,100.3424
14748,115.6658
14749,134.8652
14750,121.8751
14751,127.0172
14752,125.542
14753,148.1898
14754,137.0889
14755,124.4345
14756,160.8373
14757,111.0351
14758,135.4855
14759,125.1443
14760,132.0724
14761,124.6627
14762,120.4445
14763,120.6289
14764,127.846
14765,122.7172
14766,126.2985
14767,134.8945
14768,120.5405
14769,123.6751
14770,120.1252
14771,147.2327
14772,149.5213
14773,114.3077
14774,118.3486
14775,129.3136
14776,116.1097
14777,118.2619
14778,150.4875
14779,124.4735
14780,120.8445
14781,121.9168
14782,129.862
14783,114.1292
14784,121.0367
14785,116.8308
14786,141.5234
14787,118.614
14788,115.2073
14789,114.2983
14790,135.0788
14791,124.6664
14792,129.3895
14793,121.5407
14794,137.1491
14795,129.5848
14796,130.9258
14797,144.5625
14798,144.8993
14799,158.5479
14800,154.6609
14801,135.3784
14802,124.0843
14803,137.5213
14804,126.2247
14805,141.12
14806,123.4305
14807,136.39
14808,141.1457
14809,133.5107
14810,114.7467
14811,111.0717
14812,138.1768
14813,113.5605
14814,127.2451
14815,125.5152
14816,132.6907
14817,104.9599
14818,132.2702
14819,124.7192
14820,97.52424
14821,109.9676
14822,132.1645
14823,114.4221
14824,113.5284
14825,141.7182
14826,133.3257
14827,121.7781
14828,129.9501
14829,124.8979
14830,121.6822
14831,125.3064
14832,108.6014
14833,118.6916
14834,156.2505
14835,124.4915
14836,120.3149
14837,109.5115
14838,160.1136
14839,141.57
14840,136.6575
14841,137.7991
14842,143.6829
14843,111.1404
14844,143.9045
14845,119.8486
14846,104.0047
14847,126.6292
14848,148.3832
14849,119.2626
14850,140.521
14851,100.0358
14852,114.3188
14853,129.8548
14854,131.6805
14855,111.3135
14856,119.9587
14857,124.6394
14858,116.6803
14859,148.2762
14860,128.9648
14861,105.1575
14862,128.2402
14863,134.0494
14864,125.5997
14865,154.8632
14866,109.4807
14867,121.0642
14868,139.0479
14869,115.8062
14870,138.3648
14871,127.5045
14872,120.5405
14873,145.4409
14874,135.6144
14875,139.2716
14876,129.8923
14877,147.7932
14878,138.2673
14879,117.94
14880,119.9716
14881,115.1262
14882,126.8539
14883,133.8636
14884,135.6532
14885,130.4526
14886,134.4131
14887,140.6611
14888,130.0129
14889,124.0167
14890,136.3044
14891,126.0077
14892,134.623
14893,133.9877
14894,141.4066
14895,137.57
14896,131.0382
14897,116.4051
14898,117.2372
14899,124.1841
14900,119.5823
14901,131.7982
14902,143.8648
14903,95.36862
14904,117.8366
14905,123.079
14906,133.6979
14907,133.5338
14908,141.7325
14909,132.7272
14910,139.5868
14911,149.026
14912,117.9616
14913,127.81
14914,139.9993
14915,127.3023
14916,116.6239
14917,142.336
14918,123.3451
14919,110.7946
14920,143.1529
14921,131.5436
14922,97.29027
14923,128.011
14924,111.9967
14925,121.5899
14926,120.2156
14927,127.4346
14928,131.3958
14929,144.5579
14930,116.6268
14931,122.5793
14932,117.6249
14933,134.1497
14934,133.4111
14935,126.462
14936,114.9612
14937,132.7568
14938,127.074
14939,137.4863
14940,113.9223
14941,130.6669
14942,122.2908
14943,126.1234
14944,132.2541
14945,122.9495
14946,131.7416
14947,133.1617
14948,121.3197
14949,120.8734
14950,130.1516
14951,126.7042
14952,136.9425
14953,114.3685
14954,153.2031
14955,125.3156
14956,137.1149
14957,127.2959
14958,113.9716
14959,122.2353
14960,131.5253
14961,138.3287
14962,119.6475
14963,134.2575
14964,145.5026
14965,129.4421
14966,111.7014
14967,133.5217
14968,115.6811
14969,118.4895
14970,124.801
14971,118.5487
14972,115.9726
14973,123.2907
14974,110.792
14975,138.8422
14976,129.4179
14977,137.7368
14978,108.7164
14979,122.2851
14980,130.3549
14981,138.3812
14982,114.476
14983,113.8546
14984,131.3116
14985,142.0522
14986,132.4932
14987,137.2813
14988,137.9349
14989,133.3018
14990,119.5517
14991,123.2255
14992,119.1006
14993,137.8164
14994,133.1503
14995,120.7711
14996,134.9563
14997,132.4946
14998,112.2776
14999,154.8623
15000,132.5996
15001,111.0786
15002,128.1426
15003,132.2049
15004,136.2209
15005,135.6455
15006,83.33859
15007,134.65
15008,134.6695
15009,114.8547
15010,118.2642
15011,133.6799
15012,128.2917
15013,121.2343
15014,116.8298
15015,116.4899
15016,131.2274
15017,124.9588
15018,105.0615
15019,126.238
15020,132.3267
15021,134.3919
15022,98.87507
15023,118.9593
15024,132.9842
15025,137.4119
15026,126.9508
15027,110.3023
15028,134.4681
15029,133.9785
15030,115.4099
15031,124.156
15032,139.6569
15033,126.1296
15034,130.6209
15035,127.3142
15036,115.6542
15037,114.5677
15038,129.8946
15039,132.4266
15040,124.2521
15041,102.7244
15042,144.0751
15043,127.6367
15044,104.6319
15045,125.3851
15046,126.1534
15047,104.2595
15048,115.1499
15049,139.205
15050,133.3968
15051,123.4007
15052,124.9688
15053,140.663
15054,114.6896
15055,150.3265
15056,109.1273
15057,100.9191
15058,109.0707
15059,132.4966
15060,131.9175
15061,122.8187
15062,126.6304
15063,115.0117
15064,120.1152
15065,120.364
15066,103.8522
15067,139.6097
15068,111.0371
15069,113.2947
15070,118.2123
15071,118.6315
15072,146.7647
15073,113.4007
15074,122.9447
15075,129.0708
15076,116.1521
15077,136.7678
15078,130.6652
15079,125.5072
15080,126.5499
15081,131.5782
15082,143.9437
15083,124.6417
15084,127.138
15085,142.2736
15086,100.3788
15087,112.6258
15088,103.9962
15089,133.2248
15090,143.102
15091,142.3487
15092,116.1558
15093,143.0558
15094,102.6267
15095,132.1454
15096,117.1635
15097,131.8657
15098,163.8728
15099,137.4699
15100,129.7717
15101,120.3846
15102,124.2078
15103,126.3691
15104,136.4101
15105,127.1024
15106,141.4736
15107,133.3857
15108,123.5988
15109,131.4503
15110,126.2803
15111,92.31443
15112,114.1495
15113,121.8429
15114,122.4833
15115,108.0738
15116,126.9589
15117,148.8058
15118,136.8749
15119,137.6678
15120,123.4096
15121,131.3107
15122,121.0822
15123,130.7108
15124,118.5115
15125,133.7741
15126,134.1125
15127,124.6932
15128,126.8534
15129,116.5084
15130,137.5854
15131,126.4464
15132,143.3539
15133,114.6862
15134,123.238
15135,146.636
15136,131.1339
15137,109.7927
15138,112.7151
15139,115.8608
15140,118.5155
15141,109.0792
15142,118.1581
15143,119.725
15144,140.7454
15145,143.2336
15146,127.5244
15147,118.188
15148,138.7506
15149,133.896
15150,116.0453
15151,130.1744
15152,114.7215
15153,123.7546
15154,124.4974
15155,145.7484
15156,137.2567
15157,121.3491
15158,119.374
15159,123.2969
15160,140.9397
15161,101.1571
15162,142.8463
15163,130.4151
15164,126.5053
15165,139.4706
15166,126.2987
15167,139.8423
15168,134.319
15169,114.2239
15170,117.9522
15171,135.0075
15172,128.4679
15173,137.2495
15174,124.1531
15175,129.7135
15176,126.0445
15177,124.1437
15178,128.3406
15179,110.4774
15180,131.4676
15181,132.4317
15182,125.3635
15183,133.496
15184,106.7804
15185,140.4379
15186,122.49
15187,141.9201
15188,119.6444
15189,140.4575
15190,115.7801
15191,138.1807
15192,133.0057
15193,117.8164
15194,122.6902
15195,124.8873
15196,115.7439
15197,135.6941
15198,110.6567
15199,140.5141
15200,102.6406
15201,119.2796
15202,136.3666
15203,119.5672
15204,115.2495
15205,119.3153
15206,134.0016
15207,124.1271
15208,121.6082
15209,119.5605
15210,147.0372
15211,116.6371
15212,106.3788
15213,136.952
15214,139.162
15215,124.0105
15216,151.8863
15217,119.6547
15218,134.1575
15219,120.0651
15220,131.2464
15221,134.5954
15222,113.8461
15223,135.1919
15224,113.4053
15225,150.3096
15226,126.2417
15227,105.8579
15228,119.0327
15229,149.988
15230,134.707
15231,143.5692
15232,113.8254
15233,122.9493
15234,114.8256
15235,130.2398
15236,125.1725
15237,116.3063
15238,127.038
15239,130.0088
15240,128.8837
15241,129.2909
15242,133.8946
15243,115.6746
15244,119.323
15245,127.174
15246,144.3033
15247,123.5503
15248,134.9359
15249,126.2309
15250,117.7297
15251,118.3315
15252,126.9036
15253,113.2651
15254,142.2802
15255,113.5925
15256,142.4521
15257,121.0303
15258,118.5923
15259,137.7018
15260,118.5927
15261,133.8294
15262,128.3516
15263,116.5957
15264,112.7787
15265,119.9512
15266,118.4685
15267,138.7877
15268,105.9051
15269,132.1233
15270,142.4348
15271,118.807
15272,127.8696
15273,119.5495
15274,143.2831
15275,120.6477
15276,147.7208
15277,134.6874
15278,107.5648
15279,115.2344
15280,105.2355
15281,134.5963
15282,134.1788
15283,109.9131
15284,125.2977
15285,129.2991
15286,146.8951
15287,130.0498
15288,125.0764
15289,99.00428
15290,117.1049
15291,114.3042
15292,124.6849
15293,131.7347
15294,115.918
15295,136.9999
15296,134.8577
15297,141.5204
15298,138.5029
15299,125.3785
15300,127.0237
15301,121.7044
15302,130.4685
15303,121.0772
15304,144.7186
15305,123.8314
15306,128.4483
15307,142.7467
15308,120.7712
15309,142.6934
15310,124.2776
15311,123.3232
15312,109.3652
15313,129.5612
15314,116.2336
15315,144.1276
15316,122.8267
15317,112.2416
15318,113.5088
15319,123.2998
15320,134.7647
15321,139.8125
15322,122.9922
15323,130.6799
15324,147.7522
15325,134.3631
15326,143.5666
15327,139.1213
15328,118.9879
15329,123.4282
15330,122.9818
15331,123.5503
15332,140.1351
15333,118.4517
15334,102.193
15335,129.519
15336,120.7554
15337,122.4384
15338,121.7723
15339,127.1307
15340,119.8945
15341,145.6195
15342,110.1731
15343,117.1419
15344,135.951
15345,114.8362
15346,133.7044
15347,124.673
15348,132.8131
15349,130.8556
15350,131.5901
15351,129.0973
15352,119.9348
15353,135.8803
15354,147.5404
15355,123.0133
15356,150.7238
15357,108.9817
15358,106.6289
15359,126.1426
15360,141.4493
15361,142.3535
15362,142.3511
15363,121.4297
15364,121.2647
15365,120.7951
15366,137.6251
15367,112.2046
15368,143.444
15369,115.4872
15370,129.5721
15371,140.6879
15372,132.8973
15373,109.0765
15374,122.8685
15375,122.3757
15376,127.8293
15377,125.9055
15378,121.8365
15379,105.3814
15380,128.9654
15381,135.1878
15382,150.545
15383,118.2023
15384,112.1099
15385,117.0799
15386,135.324
15387,134.7164
15388,131.4654
15389,138.5211
15390,112.9028
15391,135.7776
15392,117.2445
15393,115.4099
15394,122.5637
15395,128.5694
15396,117.5547
15397,116.2469
15398,118.0476
15399,113.4292
15400,127.9674
15401,115.2546
15402,136.7939
15403,141.7709
15404,111.1971
15405,129.3685
15406,123.8781
15407,134.4959
15408,145.3807
15409,132.7148
15410,137.6722
15411,129.7161
15412,109.6147
15413,111.747
15414,114.9432
15415,114.1321
15416,119.7136
15417,129.548
15418,102.5937
15419,115.6799
15420,125.0763
15421,140.2859
15422,127.9204
15423,115.77
15424,115.8599
15425,136.6454
15426,112.8169
15427,121.7475
15428,120.6145
15429,136.1552
15430,132.1232
15431,128.3104
15432,148.7868
15433,122.75
15434,105.019
15435,124.1873
15436,119.5436
15437,125.3502
15438,105.2265
15439,127.9746
15440,124.7162
15441,123.1058
15442,123.0264
15443,132.1907
15444,143.1516
15445,131.2863
15446,127.9279
15447,137.9562
15448,142.613
15449,135.7762
15450,131.3401
15451,133.1431
15452,127.27
15453,125.5015
15454,114.019
15455,119.0224
15456,140.4732
15457,134.635
15458,135.451
15459,123.7992
15460,140.7911
15461,137.3991
15462,114.1057
15463,134.3778
15464,126.1538
15465,115.1352
15466,110.4711
15467,136.1652
15468,137.7229
15469,128.6487
15470,95.8643
15471,147.9151
15472,130.7171
15473,128.6169
15474,135.8496
15475,163.3466
15476,119.7289
15477,131.9414
15478,129.0571
15479,121.7029
15480,112.539
15481,133.8009
15482,117.2768
15483,120.6305
15484,119.9056
15485,127.091
15486,131.4347
15487,105.7268
15488,119.767
15489,127.6184
15490,123.6567
15491,158.7778
15492,133.6738
15493,134.9888
15494,132.3782
15495,124.8407
15496,115.6005
15497,129.8423
15498,121.0525
15499,133.8695
15500,133.8081
15501,119.4294
15502,153.6943
15503,117.4511
15504,146.3542
15505,127.5175
15506,120.9633
15507,135.7225
15508,131.9
15509,132.2003
15510,111.411
15511,115.0129
15512,131.9602
15513,117.3194
15514,147.1991
15515,139.2146
15516,113.471
15517,120.4451
15518,120.1299
15519,130.0922
15520,123.0907
15521,134.9164
15522,115.8391
15523,154.2153
15524,129.3433
15525,109.1018
15526,121.8463
15527,131.1717
15528,107.6082
15529,110.585
15530,139.5479
15531,108.2863
15532,137.937
15533,120.0193
15534,130.7477
15535,112.3542
15536,112.7833
15537,93.56304
15538,135.3219
15539,130.4797
15540,137.2105
15541,116.7954
15542,127.2318
15543,119.3634
15544,147.4461
15545,152.0826
15546,127.0991
15547,101.6548
15548,129.3431
15549,120.5799
15550,115.9751
15551,115.1222
15552,117.4793
15553,116.3448
15554,133.1964
15555,123.0091
15556,123.0284
15557,125.889
15558,136.7256
15559,125.2836
15560,129.8738
15561,145.046
15562,131.5953
15563,134.6972
15564,125.9926
15565,123.5308
15566,133.869
15567,127.5556
15568,129.9528
15569,116.6869
15570,116.2079
15571,139.5733
15572,117.1835
15573,119.2815
15574,127.3762
15575,121.0712
15576,133.4411
15577,109.9029
15578,127.7891
15579,138.5343
15580,141.1901
15581,113.6949
15582,102.2036
15583,139.2275
15584,127.0828
15585,120.0142
15586,126.9642
15587,112.0802
15588,141.1028
15589,112.6789
15590,136.6165
15591,143.3529
15592,133.4741
15593,143.0016
15594,154.5079
15595,136.2476
15596,120.4514
15597,115.1459
15598,127.5762
15599,110.5565
15600,123.2217
15601,132.3124
15602,144.9025
15603,116.5849
15604,116.96
15605,119.4615
15606,116.2328
15607,123.8393
15608,131.0291
15609,132.3991
15610,123.6803
15611,132.0564
15612,125.4732
15613,109.2837
15614,128.0154
15615,117.7129
15616,115.5231
15617,116.0185
15618,131.2912
15619,140.9955
15620,152.026
15621,150.4723
15622,123.1474
15623,128.8558
15624,129.4843
15625,136.4792
15626,123.2473
15627,131.1226
15628,118.0796
15629,143.471
15630,123.4292
15631,118.6
15632,119.6967
15633,132.7463
15634,116.679
15635,129.9765
15636,140.6238
15637,113.3493
15638,130.0917
15639,143.6588
15640,147.1708
15641,126.3728
15642,128.1722
15643,140.5582
15644,114.6302
15645,133.9639
15646,127.7368
15647,139.0535
15648,134.3672
15649,116.9116
15650,121.5396
15651,116.2959
15652,117.2595
15653,115.5695
15654,117.3807
15655,126.2682
15656,130.885
15657,120.929
15658,134.6101
15659,136.3967
15660,112.8178
15661,141.7216
15662,135.5633
15663,139.0857
15664,134.124
15665,122.9496
15666,129.221
15667,114.6071
15668,135.5424
15669,131.0302
15670,112.9266
15671,137.6187
15672,125.057
15673,103.7247
15674,115.6394
15675,114.1789
15676,122.5431
15677,137.2828
15678,119.2689
15679,129.9912
15680,114.6167
15681,113.3741
15682,115.4976
15683,119.0574
15684,138.3508
15685,130.7714
15686,121.5984
15687,132.0105
15688,111.5052
15689,145.8104
15690,127.0499
15691,117.2627
15692,125.7487
15693,116.7541
15694,126.4311
15695,133.0339
15696,130.4505
15697,130.5983
15698,143.0303
15699,120.4308
15700,130.1949
15701,138.8565
15702,114.4542
15703,135.5376
15704,123.9797
15705,130.75
15706,143.5065
15707,104.9198
15708,129.021
15709,110.3398
15710,135.43
15711,118.7027
15712,147.0571
15713,115.7718
15714,122.3568
15715,146.7596
15716,150.5403
15717,128.3988
15718,129.4247
15719,133.8249
15720,123.987
15721,145.7486
15722,109.3535
15723,149.6076
15724,136.5204
15725,136.3434
15726,131.5544
15727,110.3731
15728,108.1267
15729,124.1743
15730,129.9598
15731,130.0202
15732,127.7085
15733,114.9881
15734,111.7895
15735,130.3438
15736,102.6185
15737,129.8482
15738,138.4534
15739,132.7304
15740,116.153
15741,108.5851
15742,127.3693
15743,137.753
15744,122.0997
15745,129.523
15746,123.6958
15747,120.7062
15748,139.5667
15749,132.8097
15750,136.3759
15751,137.0949
15752,133.6111
15753,131.3197
15754,117.5309
15755,120.6557
15756,148.594
15757,143.1126
15758,114.2218
15759,126.5535
15760,138.5358
15761,127.8555
15762,116.9214
15763,108.7064
15764,141.2409
15765,126.5546
15766,140.9856
15767,114.5692
15768,145.2286
15769,145.9757
15770,117.1126
15771,128.6058
15772,132.2171
15773,132.7203
15774,120.1367
15775,140.5765
15776,117.8036
15777,133.9801
15778,129.8407
15779,109.2468
15780,129.3293
15781,136.3718
15782,130.8191
15783,123.5732
15784,142.563
15785,100.3488
15786,135.9242
15787,121.004
15788,135.1652
15789,128.9834
15790,123.9738
15791,111.8653
15792,116.0247
15793,130.2285
15794,116.0479
15795,111.0254
15796,135.6468
15797,133.3097
15798,129.2499
15799,131.2845
15800,129.8742
15801,132.5488
15802,120.5336
15803,123.9878
15804,137.2161
15805,137.8235
15806,128.6478
15807,115.1458
15808,134.6806
15809,131.6371
15810,150.0352
15811,120.5216
15812,143.6464
15813,112.9209
15814,145.094
15815,129.4851
15816,114.4425
15817,117.4571
15818,130.3215
15819,145.2355
15820,109.8105
15821,109.9922
15822,130.7489
15823,144.2465
15824,112.0282
15825,128.6123
15826,133.5575
15827,142.6203
15828,140.4561
15829,124.7478
15830,121.0028
15831,133.8376
15832,128.4398
15833,131.3891
15834,110.1077
15835,121.3213
15836,146.2208
15837,132.4239
15838,132.7561
15839,107.1052
15840,127.8097
15841,126.804
15842,141.0813
15843,142.8787
15844,105.2929
15845,137.9506
15846,131.9704
15847,124.1539
15848,121.239
15849,107.355
15850,119.334
15851,125.4845
15852,129.4576
15853,134.0644
15854,134.4277
15855,127.8524
15856,121.5633
15857,131.5309
15858,110.3872
15859,112.8697
15860,124.8294
15861,134.7904
15862,118.9311
15863,113.2781
15864,131.2487
15865,123.56
15866,136.6776
15867,129.4277
15868,119.135
15869,134.233
15870,149.1779
15871,137.4535
15872,112.1905
15873,127.4853
15874,110.988
15875,131.1517
15876,126.2711
15877,129.325
15878,131.7384
15879,142.9574
15880,130.3869
15881,113.3649
15882,125.5129
15883,137.0173
15884,115.5486
15885,122.0308
15886,136.465
15887,145.4316
15888,113.4022
15889,121.1875
15890,121.1734
15891,140.8319
15892,137.5018
15893,137.2601
15894,122.2916
15895,110.2839
15896,135.7101
15897,125.4474
15898,114.9293
15899,138.1367
15900,135.0944
15901,118.3303
15902,134.0842
15903,129.8715
15904,123.4119
15905,108.7075
15906,128.4442
15907,146.8151
15908,136.3172
15909,118.5609
15910,136.7641
15911,118.7559
15912,127.4159
15913,121.9486
15914,119.0022
15915,125.7401
15916,113.8913
15917,130.848
15918,96.94675
15919,128.7349
15920,123.8286
15921,119.8219
15922,141.3197
15923,104.1389
15924,139.2758
15925,145.5619
15926,128.1718
15927,118.326
15928,135.902
15929,115.9803
15930,126.7694
15931,107.2528
15932,134.5369
15933,137.5206
15934,124.1155
15935,128.8537
15936,129.7451
15937,107.858
15938,122.5515
15939,129.6483
15940,126.63
15941,126.6374
15942,126.849
15943,136.3139
15944,145.3402
15945,118.384
15946,126.3133
15947,125.1891
15948,140.2088
15949,133.0408
15950,126.4413
15951,134.8488
15952,108.4948
15953,130.4189
15954,131.4925
15955,130.4575
15956,139.6093
15957,138.8719
15958,146.9161
15959,134.6915
15960,123.2658
15961,147.8189
15962,115.9428
15963,104.2683
15964,137.6183
15965,139.1822
15966,134.7638
15967,150.0567
15968,135.5109
15969,117.319
15970,124.1859
15971,156.4888
15972,110.58
15973,122.6602
15974,145.9436
15975,141.6695
15976,132.8552
15977,143.5714
15978,107.3014
15979,136.9779
15980,140.0662
15981,120.9151
15982,122.3761
15983,123.6124
15984,117.2748
15985,125.3048
15986,133.229
15987,116.0772
15988,137.0363
15989,124.1935
15990,109.5993
15991,105.2216
15992,131.2363
15993,120.1462
15994,120.3336
15995,123.8685
15996,116.0991
15997,117.3044
15998,113.7488
15999,113.9851
16000,114.5627
16001,147.1207
16002,114.7406
16003,120.7329
16004,135.6964
16005,128.7526
16006,130.4452
16007,131.4881
16008,127.5423
16009,112.9442
16010,113.787
16011,117.4293
16012,119.1248
16013,130.6601
16014,127.8872
16015,154.1866
16016,115.0219
16017,118.1788
16018,133.457
16019,126.4289
16020,132.5879
16021,130.9031
16022,111.4887
16023,145.3706
16024,127.2747
16025,130.5737
16026,141.1106
16027,129.5885
16028,128.725
16029,124.4
16030,134.4078
16031,128.8091
16032,118.8537
16033,102.3968
16034,123.15
16035,130.5961
16036,112.8459
16037,117.4122
16038,158.2312
16039,111.7532
16040,137.1098
16041,123.4111
16042,116.3094
16043,129.7406
16044,106.6076
16045,138.0277
16046,118.1795
16047,137.9495
16048,133.6875
16049,130.6206
16050,133.2398
16051,116.7499
16052,110.589
16053,135.987
16054,130.0924
16055,139.991
16056,124.9344
16057,112.8224
16058,124.7065
16059,93.85997
16060,132.68
16061,136.9751
16062,130.0858
16063,139.7374
16064,151.6632
16065,128.6134
16066,124.6756
16067,121.506
16068,131.7102
16069,116.534
16070,116.31
16071,121.4863
16072,124.9753
16073,140.744
16074,135.6258
16075,106.5245
16076,120.4203
16077,147.6976
16078,136.3169
16079,113.1916
16080,126.8993
16081,131.1289
16082,138.466
16083,120.1186
16084,127.9894
16085,136.1519
16086,123.4697
16087,112.9789
16088,123.9453
16089,131.5604
16090,131.2806
16091,135.1037
16092,120.699
16093,109.6276
16094,120.7825
16095,126.4223
16096,134.3626
16097,123.5052
16098,115.3473
16099,137.818
16100,142.4697
16101,121.5589
16102,130.488
16103,157.4164
16104,126.0415
16105,147.1265
16106,135.505
16107,129.3979
16108,136.8933
16109,108.6386
16110,126.0584
16111,114.9174
16112,125.9758
16113,109.7412
16114,121.506
16115,139.0893
16116,111.1782
16117,128.6381
16118,126.1899
16119,122.2916
16120,133.0479
16121,127.8006
16122,133.3174
16123,116.1753
16124,101.6407
16125,112.2939
16126,120.8841
16127,164.5865
16128,150.9348
16129,127.4484
16130,119.2318
16131,139.8852
16132,117.7473
16133,112.7753
16134,117.2326
16135,108.4964
16136,125.317
16137,122.3296
16138,125.4864
16139,141.4465
16140,140.1776
16141,115.7894
16142,124.8506
16143,118.673
16144,140.5952
16145,118.2042
16146,130.9092
16147,139.2995
16148,122.5887
16149,135.7782
16150,114.3368
16151,145.8768
16152,123.8385
16153,119.4041
16154,118.9485
16155,120.7947
16156,133.7415
16157,117.3999
16158,135.7149
16159,135.7227
16160,131.2653
16161,145.0634
16162,99.15936
16163,151.417
16164,109.9817
16165,125.8024
16166,119.3893
16167,149.9261
16168,107.2944
16169,141.3338
16170,151.1216
16171,136.2221
16172,133.4202
16173,127.7299
16174,117.0648
16175,131.9403
16176,134.7049
16177,117.3799
16178,113.3789
16179,134.2274
16180,112.0892
16181,143.2136
16182,117.0658
16183,117.8436
16184,133.9787
16185,109.9566
16186,122.8827
16187,130.5875
16188,119.6113
16189,132.9983
16190,116.5059
16191,128.9968
16192,131.4424
16193,107.072
16194,114.1472
16195,114.3084
16196,120.2193
16197,130.928
16198,127.3075
16199,93.77605
16200,142.5842
16201,124.9394
16202,144.1236
16203,132.3346
16204,125.4446
16205,109.4724
16206,120.3775
16207,131.3445
16208,114.8612
16209,117.8718
16210,99.61482
16211,143.0517
16212,118.4858
16213,137.5848
16214,140.3692
16215,113.1176
16216,122.9617
16217,116.6122
16218,109.1744
16219,134.4666
16220,143.9649
16221,129.4116
16222,134.7621
16223,135.5392
16224,106.8868
16225,134.7445
16226,120.6609
16227,124.3152
16228,148.0622
16229,127.3686
16230,126.6491
16231,121.2628
16232,138.9057
16233,128.5966
16234,142.2321
16235,124.3689
16236,121.8393
16237,122.1101
16238,120.3636
16239,129.2159
16240,139.8698
16241,107.6458
16242,157.1014
16243,147.8209
16244,119.6524
16245,118.6653
16246,121.5981
16247,136.9404
16248,140.7235
16249,112.0223
16250,118.2065
16251,125.3572
16252,121.8469
16253,120.4789
16254,123.2573
16255,119.6618
16256,138.1571
16257,111.1084
16258,137.6869
16259,134.2529
16260,144.9214
16261,121.127
16262,140.6038
16263,119.9645
16264,118.9869
16265,120.547
16266,121.395
16267,109.9266
16268,122.1719
16269,129.0887
16270,127.4021
16271,140.8615
16272,124.4191
16273,135.3002
16274,129.8894
16275,126.1017
16276,131.7885
16277,133.3264
16278,132.2852
16279,123.1736
16280,120.7131
16281,128.4356
16282,132.4136
16283,120.8272
16284,133.2988
16285,130.7308
16286,137.2461
16287,128.0345
16288,127.4918
16289,128.8534
16290,116.5172
16291,121.2414
16292,112.8708
16293,134.9546
16294,140.2298
16295,120.655
16296,146.4425
16297,137.6839
16298,136.3774
16299,122.4347
16300,111.7598
16301,100.505
16302,121.9934
16303,127.7445
16304,128.3391
16305,122.6575
16306,136.6546
16307,137.2425
16308,141.1151
16309,119.7233
16310,112.3328
16311,119.2277
16312,133.0291
16313,134.0888
16314,151.7394
16315,100.1656
16316,129.2969
16317,123.7831
16318,130.7432
16319,130.0892
16320,132.8177
16321,112.7778
16322,119.2309
16323,142.8062
16324,109.2026
16325,110.3814
16326,130.8844
16327,134.8805
16328,112.7879
16329,128.1228
16330,97.85324
16331,123.1772
16332,133.7446
16333,122.73
16334,122.5107
16335,114.2026
16336,131.6032
16337,141.2898
16338,140.619
16339,110.5151
16340,140.4344
16341,130.0868
16342,126.4245
16343,130.7663
16344,135.4407
16345,146.443
16346,127.3791
16347,109.5994
16348,121.8595
16349,137.1696
16350,137.7671
16351,129.8433
16352,136.5394
16353,139.533
16354,116.1557
16355,139.566
16356,117.6091
16357,110.1183
